date,price,series_type,commodity,state,mandi_name
2023-06-06,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-07,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-09,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-10,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-11,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-12,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-13,1550.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-14,1700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-16,1650.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-17,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-18,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-19,1700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-20,1700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-21,1900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-23,1600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-24,1550.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-25,1700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-26,1700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-27,1700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-28,1600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-30,1800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-01,1750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-02,1800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-03,1750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-04,1800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-05,1850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-07,1800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-08,1800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-11,1750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-12,1850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-15,1850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-16,1800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-17,1850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-18,2000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-19,2000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-21,2100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-22,1650.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-23,1700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-24,1850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-25,1700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-26,1900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-28,1900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-29,1850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-30,1900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-07-31,1600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-01,1600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-02,1700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-04,2000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-05,1900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-06,2000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-07,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-08,2200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-09,2350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-11,1950.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-12,2000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-13,2100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-14,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-16,2350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-18,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-19,2300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-20,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-21,2750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-22,2650.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-23,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-25,2750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-26,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-27,2750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-28,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-29,2750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-08-30,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-01,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-02,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-03,2150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-04,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-05,2100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-06,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-08,2350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-09,2350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-10,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-11,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-12,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-13,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-15,2350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-16,2400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-17,2350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-18,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-19,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-20,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-21,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-23,2400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-24,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-25,2400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-26,2750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-09-27,2650.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-02,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-03,2650.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-04,2750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-06,2850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-07,2900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-08,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-09,2650.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-10,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-11,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-13,2800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-14,2750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-15,2900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-16,2900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-17,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-18,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-20,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-21,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-22,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-23,4000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-24,4000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-25,3750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-27,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-28,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-29,3850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-30,3750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-10-31,3750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-01,3750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-03,3800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-06,3400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-07,3250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-08,4000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-10,3250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-11,3300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-15,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-17,3750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-18,3600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-19,3650.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-20,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-21,3650.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-22,3600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-24,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-25,2300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-27,2150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-28,2200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-11-29,2150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-04,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-05,2750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-06,2900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-08,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-09,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-10,2400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-11,2150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-12,2100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-13,2150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-15,2050.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-16,2150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-18,2150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-19,1600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-20,1750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-22,1700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-23,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-25,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-26,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-27,1450.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-29,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-30,1500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-12-31,1450.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-01,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-02,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-03,1600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-05,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-06,1450.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-07,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-08,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-09,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-10,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-12,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-13,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-14,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-15,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-16,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-17,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-19,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-20,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-22,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-23,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-24,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-27,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-28,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-29,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-30,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-01-31,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-02,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-03,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-04,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-05,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-06,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-07,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-09,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-10,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-11,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-12,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-13,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-14,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-16,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-17,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-19,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-20,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-21,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-24,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-25,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-26,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-27,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-02-28,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-01,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-02,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-04,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-05,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-06,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-08,1500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-09,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-10,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-11,1450.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-12,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-13,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-15,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-16,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-17,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-18,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-19,1000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-20,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-22,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-23,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-25,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-26,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-27,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-29,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-30,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-03-31,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-01,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-02,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-03,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-05,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-06,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-07,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-08,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-13,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-15,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-19,1550.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-22,1550.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-24,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-27,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-28,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-04-29,1600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-01,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-03,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-04,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-06,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-07,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-08,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-10,1450.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-11,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-12,1000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-13,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-14,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-15,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-17,1000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-18,1050.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-19,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-20,1000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-21,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-24,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-25,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-26,1100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-27,1150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-28,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-29,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-05-31,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-06-01,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-06-02,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-06-03,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-06-04,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-06-05,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-06,2800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-07,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-08,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-09,3100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-10,2900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-12,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-13,3200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-15,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-16,3100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-19,3100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-20,3300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-22,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-23,2900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-24,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-26,3300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-27,3250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-30,3400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-07-31,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-02,3100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-03,3300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-04,3300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-05,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-06,3600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-07,3200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-09,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-10,3400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-11,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-12,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-13,2600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-14,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-16,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-17,2400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-20,2300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-21,2350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-23,3050.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-24,3900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-25,4250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-26,4000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-27,4250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-28,4000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
